patient,seed,depth,training_ratio,kernel_size,pi_rmse,mu_rmse,sigma_rmse
patient_3,484,149,0.01,17,0.07411801,0.041458543,0.02299298
patient_3,484,149,0.1,11,0.045726914,0.022862112,0.013769687
patient_3,484,149,0.5,9,0.030955018,0.017784849,0.012195075
patient_3,484,149,1,9,0.02473532,0.015352745,0.010927795
patient_3,485,149,0.01,17,0.074259244,0.041541096,0.023048332
patient_3,485,149,0.1,11,0.045667738,0.022794902,0.013675406
patient_3,485,149,0.5,9,0.030954916,0.017753588,0.012134193
patient_3,485,149,1,9,0.025680609,0.016803788,0.011765728
patient_3,486,149,0.01,17,0.074098736,0.04146429,0.023097677
patient_3,486,149,0.1,11,0.045611728,0.02282113,0.013837233
patient_3,486,149,0.5,9,0.02940413,0.01417528,0.008834272
patient_3,486,149,1,9,0.024651749,0.015249385,0.010838009
patient_3,487,149,0.01,17,0.07388408,0.04147032,0.023040397
patient_3,487,149,0.1,11,0.045557078,0.02287345,0.013748865
patient_3,487,149,0.5,9,0.030179627,0.016455146,0.011502415
patient_3,487,149,1,9,0.024561983,0.015157567,0.010800504
patient_3,488,149,0.01,17,0.07419315,0.04131144,0.02324755
patient_3,488,149,0.1,11,0.045547243,0.022827843,0.013763093
patient_3,488,149,0.5,9,0.029415028,0.014106761,0.008792544
patient_3,488,149,1,9,0.023704022,0.012873106,0.008097026
patient_3,489,149,0.01,17,0.07418315,0.041409854,0.022911735
patient_3,489,149,0.1,11,0.045689452,0.022821294,0.013698171
patient_3,489,149,0.5,9,0.030947085,0.017825635,0.012156242
patient_3,489,149,1,9,0.023742102,0.01287736,0.008104551
patient_3,490,149,0.01,17,0.074090496,0.041544452,0.023056924
patient_3,490,149,0.1,11,0.04543261,0.022147221,0.013424563
patient_3,490,149,0.5,9,0.030203316,0.016502554,0.011372233
patient_3,490,149,1,9,0.024591511,0.015169124,0.010814659
patient_3,491,149,0.01,17,0.073865734,0.04152837,0.023052221
patient_3,491,149,0.1,11,0.045649394,0.022785977,0.013744465
patient_3,491,149,0.5,9,0.030778201,0.017600667,0.012204708
patient_3,491,149,1,9,0.024606058,0.015208851,0.010804861
patient_3,492,149,0.01,17,0.07393724,0.041594133,0.023364544
patient_3,492,149,0.1,11,0.04570177,0.022722362,0.0136935
patient_3,492,149,0.5,9,0.030184736,0.016501373,0.01149502
patient_3,492,149,1,9,0.024555169,0.015140985,0.010788623
patient_3,493,149,0.01,17,0.07427983,0.041535996,0.023346895
patient_3,493,149,0.1,11,0.045525383,0.022780843,0.01372783
patient_3,493,149,0.5,9,0.030812051,0.017653,0.012182757
patient_3,493,149,1,9,0.023697497,0.012869738,0.008049273
patient_3,494,149,0.01,17,0.07389369,0.04179521,0.022969255
patient_3,494,149,0.1,11,0.045623995,0.022569822,0.01363376
patient_3,494,149,0.5,9,0.03021779,0.016505394,0.01149381
patient_3,494,149,1,9,0.023723403,0.01285848,0.008078416
patient_3,495,149,0.01,17,0.07432248,0.04156063,0.022921229
patient_3,495,149,0.1,11,0.045704,0.022768427,0.013746186
patient_3,495,149,0.5,9,0.030895425,0.01768729,0.012127195
patient_3,495,149,1,9,0.024600193,0.015190939,0.0108651
patient_3,496,149,0.01,17,0.07388253,0.041354995,0.02283921
patient_3,496,149,0.1,11,0.045739576,0.022871822,0.013732675
patient_3,496,149,0.5,9,0.030181015,0.016540645,0.011423458
patient_3,496,149,1,9,0.024605324,0.015271758,0.010844064
patient_3,497,149,0.01,17,0.07368125,0.03976873,0.0208937
patient_3,497,149,0.1,11,0.04552417,0.022737706,0.013846478
patient_3,497,149,0.5,9,0.030908817,0.017786084,0.012212265
patient_3,497,149,1,9,0.024586303,0.01516973,0.010864007
patient_3,498,149,0.01,17,0.07420742,0.04188981,0.023187114
patient_3,498,149,0.1,11,0.045709953,0.022866886,0.013751734
patient_3,498,149,0.5,9,0.03017256,0.016455045,0.011493467
patient_3,498,149,1,9,0.02459303,0.015216548,0.010844467
patient_3,499,149,0.01,17,0.07397485,0.041614313,0.02300751
patient_3,499,149,0.1,11,0.045642536,0.022655819,0.013659186
patient_3,499,149,0.5,9,0.030198744,0.016488723,0.011494651
patient_3,499,149,1,9,0.024555044,0.015182168,0.010742377
patient_3,500,149,0.01,17,0.07373796,0.04113571,0.022675255
patient_3,500,149,0.1,11,0.04553479,0.02277118,0.013749127
patient_3,500,149,0.5,9,0.030227073,0.016568778,0.011450579
patient_3,500,149,1,9,0.024643894,0.01525535,0.010888323
patient_3,501,149,0.01,17,0.0740972,0.04172671,0.023247272
patient_3,501,149,0.1,11,0.045641556,0.022916723,0.013789234
patient_3,501,149,0.5,9,0.030260995,0.016598962,0.011445775
patient_3,501,149,1,9,0.023674328,0.012842976,0.008043436
patient_3,502,149,0.01,17,0.073872626,0.041344497,0.02309864
patient_3,502,149,0.1,11,0.04567181,0.02270864,0.013798673
patient_3,502,149,0.5,9,0.02945762,0.014253022,0.008867483
patient_3,502,149,1,9,0.023693359,0.012892794,0.008109891
patient_3,503,149,0.01,17,0.07436491,0.041557055,0.023107601
patient_3,503,149,0.1,11,0.045371942,0.022265123,0.013451296
patient_3,503,149,0.5,9,0.030216651,0.016565768,0.011442993
patient_3,503,149,1,9,0.024623606,0.015217721,0.010832612
patient_3,504,149,0.01,17,0.07435141,0.041492496,0.023092184
patient_3,504,149,0.1,11,0.045706972,0.022827348,0.01382485
patient_3,504,149,0.5,9,0.030271437,0.016531102,0.011445141
patient_3,504,149,1,9,0.024664128,0.015296342,0.010824152
patient_3,505,149,0.01,17,0.07377776,0.04191122,0.023301011
patient_3,505,149,0.1,11,0.045433976,0.022072764,0.013307571
patient_3,505,149,0.5,9,0.029432189,0.014154328,0.00877987
patient_3,505,149,1,9,0.024577525,0.015135331,0.01081662
patient_3,506,149,0.01,17,0.07443272,0.041643966,0.022977186
patient_3,506,149,0.1,11,0.04562923,0.022721676,0.013668004
patient_3,506,149,0.5,9,0.030865883,0.017753692,0.012139748
patient_3,506,149,1,9,0.025548058,0.016697148,0.011836962
patient_3,507,149,0.01,17,0.07362759,0.041357264,0.02291689
patient_3,507,149,0.1,11,0.045382608,0.022327198,0.01341991
patient_3,507,149,0.5,9,0.030256422,0.016602173,0.011437099
patient_3,507,149,1,9,0.024652047,0.015248715,0.010900674
patient_3,508,149,0.01,17,0.074069925,0.041453436,0.022834914
patient_3,508,149,0.1,11,0.045506682,0.022960622,0.013816421
patient_3,508,149,0.5,9,0.02937245,0.014129925,0.008832567
patient_3,508,149,1,9,0.02368397,0.012840694,0.008106829
patient_3,509,149,0.01,17,0.074330844,0.04166641,0.023029847
patient_3,509,149,0.1,11,0.04564028,0.022726774,0.013645021
patient_3,509,149,0.5,9,0.03089786,0.017775968,0.012186214
patient_3,509,149,1,9,0.02467098,0.015270797,0.010861227
patient_3,510,149,0.01,17,0.07356294,0.041400112,0.02287739
patient_3,510,149,0.1,11,0.045589328,0.022873476,0.013781116
patient_3,510,149,0.5,9,0.030868832,0.017775822,0.012141169
patient_3,510,149,1,9,0.025550798,0.016686093,0.011839112
patient_3,511,149,0.01,17,0.07409088,0.04144844,0.022973023
patient_3,511,149,0.1,11,0.04570044,0.022855323,0.013750809
patient_3,511,149,0.5,9,0.030285852,0.016601631,0.011437085
patient_3,511,149,1,9,0.023738459,0.012857367,0.008073861
patient_3,512,149,0.01,17,0.07432152,0.041604787,0.02307714
patient_3,512,149,0.1,11,0.045686997,0.022783274,0.013754922
patient_3,512,149,0.5,9,0.030263977,0.016480498,0.011478139
patient_3,512,149,1,9,0.02468817,0.015313187,0.010863066
patient_3,513,149,0.01,17,0.073817186,0.041546877,0.023252184
patient_3,513,149,0.1,11,0.04567901,0.022827651,0.013753017
patient_3,513,149,0.5,9,0.03019907,0.016466064,0.011530327
patient_3,513,149,1,9,0.023698026,0.012864904,0.008089383
patient_3,514,149,0.01,17,0.07438979,0.04150001,0.02309621
patient_3,514,149,0.1,11,0.045361586,0.022351883,0.013429021
patient_3,514,149,0.5,9,0.03021872,0.016561259,0.011471252
patient_3,514,149,1,9,0.024649303,0.015290936,0.010870616
patient_3,515,149,0.01,19,0.065670505,0.041200574,0.022890253
patient_3,515,149,0.1,13,0.0393211,0.023667496,0.013709611
patient_3,515,149,0.5,11,0.02682452,0.01745728,0.011079874
patient_3,515,149,1,9,0.02372475,0.012875331,0.008093605
patient_3,516,149,0.01,17,0.07427102,0.041652694,0.02319711
patient_3,516,149,0.1,11,0.045654606,0.023050461,0.013781411
patient_3,516,149,0.5,9,0.03023496,0.016564885,0.011378547
patient_3,516,149,1,9,0.024613647,0.015228882,0.01079612
patient_3,517,149,0.01,17,0.074480966,0.041913643,0.02311918
patient_3,517,149,0.1,11,0.045560215,0.022909012,0.013795296
patient_3,517,149,0.5,9,0.03022089,0.016503872,0.011553482
patient_3,517,149,1,9,0.02463156,0.015215739,0.010837195
patient_3,518,149,0.01,17,0.07390284,0.041451864,0.022962973
patient_3,518,149,0.1,11,0.045625232,0.022768054,0.013748337
patient_3,518,149,0.5,9,0.030227305,0.016533816,0.011416873
patient_3,518,149,1,9,0.024672447,0.015304877,0.010787941
patient_3,519,149,0.01,17,0.07359245,0.039520454,0.020854197
patient_3,519,149,0.1,11,0.04563369,0.022754587,0.013869056
patient_3,519,149,0.5,9,0.030228358,0.01658875,0.011473401
patient_3,519,149,1,9,0.024625294,0.015258841,0.010853861
patient_3,520,149,0.01,17,0.07385456,0.041582216,0.022905303
patient_3,520,149,0.1,11,0.045701016,0.022742111,0.013917628
patient_3,520,149,0.5,9,0.030251445,0.016628325,0.011421051
patient_3,520,149,1,9,0.024571877,0.015171583,0.010885972
patient_3,521,149,0.01,17,0.07414227,0.041508712,0.023131423
patient_3,521,149,0.1,11,0.04542217,0.022199618,0.013464981
patient_3,521,149,0.5,9,0.030931704,0.017773204,0.012127327
patient_3,521,149,1,9,0.02457225,0.015158827,0.010870141
patient_3,522,149,0.01,17,0.07394954,0.041484248,0.023058893
patient_3,522,149,0.1,11,0.04536225,0.022360357,0.013499765
patient_3,522,149,0.5,9,0.030235928,0.016637314,0.01148825
patient_3,522,149,1,9,0.024620743,0.015222535,0.01084289
patient_3,523,149,0.01,17,0.0737087,0.041534368,0.022854477
patient_3,523,149,0.1,11,0.045563236,0.022605632,0.013795373
patient_3,523,149,0.5,9,0.030922204,0.017760728,0.012098716
patient_3,523,149,1,9,0.024598027,0.015207814,0.010898764
patient_3,524,149,0.01,17,0.07383227,0.039790094,0.020855263
patient_3,524,149,0.1,11,0.045610502,0.0229028,0.013841454
patient_3,524,149,0.5,9,0.030159013,0.016577227,0.011409396
patient_3,524,149,1,9,0.023679052,0.012771199,0.007996813
patient_3,525,149,0.01,17,0.074258916,0.041252375,0.022924675
patient_3,525,149,0.1,11,0.045573555,0.022883922,0.013779108
patient_3,525,149,0.5,9,0.029465297,0.014217529,0.008826412
patient_3,525,149,1,9,0.023712968,0.012873897,0.008085692
patient_3,526,149,0.01,17,0.074095465,0.041461337,0.02315706
patient_3,526,149,0.1,11,0.045656297,0.022955699,0.013796231
patient_3,526,149,0.5,9,0.030296225,0.016528316,0.011511898
patient_3,526,149,1,9,0.024629194,0.015226398,0.010869574
patient_3,527,149,0.01,17,0.074303284,0.041528713,0.022893444
patient_3,527,149,0.1,11,0.04547569,0.022869026,0.013836142
patient_3,527,149,0.5,9,0.030851563,0.017722337,0.012224777
patient_3,527,149,1,9,0.023728408,0.012912773,0.008088189
patient_3,528,149,0.01,17,0.07417896,0.041846883,0.023025911
patient_3,528,149,0.1,11,0.045677926,0.02265601,0.013733853
patient_3,528,149,0.5,9,0.030829567,0.017843727,0.012153394
patient_3,528,149,1,9,0.025654674,0.01684533,0.011750686
patient_3,529,149,0.01,17,0.07416816,0.041472387,0.023016196
patient_3,529,149,0.1,11,0.045619953,0.022724466,0.013714524
patient_3,529,149,0.5,9,0.03023028,0.01645827,0.011409768
patient_3,529,149,1,9,0.024615737,0.015177003,0.010815224
patient_3,530,149,0.01,17,0.07419015,0.041264478,0.023040352
patient_3,530,149,0.1,11,0.045239374,0.022011854,0.013466503
patient_3,530,149,0.5,9,0.029429557,0.014196328,0.00882874
patient_3,530,149,1,9,0.024649736,0.015277859,0.010798794
patient_3,531,149,0.01,17,0.07413159,0.04124333,0.023199871
patient_3,531,149,0.1,11,0.045384947,0.022002976,0.013387841
patient_3,531,149,0.5,9,0.03018743,0.016483368,0.011442716
patient_3,531,149,1,9,0.023703968,0.012866821,0.008065209
patient_3,532,149,0.01,19,0.06605296,0.041643135,0.022799239
patient_3,532,149,0.1,13,0.03918996,0.023712823,0.0138124
patient_3,532,149,0.5,11,0.026725693,0.017346848,0.011066925
patient_3,532,149,1,9,0.023681795,0.012815379,0.008076242
patient_3,533,149,0.01,17,0.07398435,0.04181691,0.02307369
patient_3,533,149,0.1,11,0.045370586,0.022769433,0.013729646
patient_3,533,149,0.5,9,0.030142726,0.016497679,0.011441026
patient_3,533,149,1,9,0.02459081,0.015203292,0.010799439
patient_3,534,149,0.01,17,0.07394223,0.04161134,0.02315945
patient_3,534,149,0.1,11,0.045313932,0.022068398,0.013470686
patient_3,534,149,0.5,9,0.030226741,0.016572632,0.011412278
patient_3,534,149,1,9,0.024611408,0.015232862,0.010854162
patient_3,535,149,0.01,17,0.074263886,0.041545488,0.022989528
patient_3,535,149,0.1,11,0.045572583,0.022653751,0.013715938
patient_3,535,149,0.5,9,0.030247103,0.016535794,0.011508771
patient_3,535,149,1,9,0.023704614,0.012875094,0.008093955
patient_3,536,149,0.01,17,0.073687896,0.04180009,0.02279697
patient_3,536,149,0.1,11,0.045635257,0.022779182,0.013786973
patient_3,536,149,0.5,9,0.029399242,0.014142224,0.008755787
patient_3,536,149,1,9,0.023682067,0.012864483,0.008076234
patient_3,537,149,0.01,17,0.07380498,0.04183913,0.022994628
patient_3,537,149,0.1,11,0.04562859,0.022732649,0.01371084
patient_3,537,149,0.5,9,0.030265873,0.01648542,0.011519366
patient_3,537,149,1,9,0.024610855,0.015186526,0.010882148
patient_3,538,149,0.01,17,0.073981784,0.04140824,0.023118045
patient_3,538,149,0.1,11,0.04574015,0.022829017,0.013683226
patient_3,538,149,0.5,9,0.030167611,0.01656355,0.01149466
patient_3,538,149,1,9,0.023683185,0.012848688,0.008098262
patient_3,539,149,0.01,17,0.073993005,0.041407473,0.0232045
patient_3,539,149,0.1,11,0.045791004,0.022705121,0.013737948
patient_3,539,149,0.5,9,0.03083668,0.017622748,0.01215488
patient_3,539,149,1,9,0.024633711,0.015199769,0.010816885
patient_3,540,149,0.01,17,0.074168935,0.04159785,0.022883637
patient_3,540,149,0.1,11,0.045596026,0.022819718,0.013708581
patient_3,540,149,0.5,9,0.029434182,0.014188101,0.008824977
patient_3,540,149,1,9,0.023678515,0.012829455,0.00805757
patient_3,541,149,0.01,17,0.07428928,0.042064883,0.022756541
patient_3,541,149,0.1,11,0.045484584,0.02285647,0.013728084
patient_3,541,149,0.5,9,0.030184602,0.016436525,0.011536295
patient_3,541,149,1,9,0.024649488,0.015292901,0.010797666
patient_3,542,149,0.01,17,0.0739613,0.041615408,0.023367668
patient_3,542,149,0.1,11,0.04525364,0.022177113,0.013385511
patient_3,542,149,0.5,9,0.030220658,0.016519485,0.011470366
patient_3,542,149,1,9,0.024614112,0.015229693,0.010787832
patient_3,543,149,0.01,17,0.07348768,0.04175458,0.022834938
patient_3,543,149,0.1,11,0.045719907,0.022883598,0.013698398
patient_3,543,149,0.5,9,0.030273356,0.016512118,0.011532964
patient_3,543,149,1,9,0.024602553,0.015201115,0.010858499
patient_3,544,149,0.01,17,0.0737984,0.04168315,0.022957513
patient_3,544,149,0.1,11,0.045574587,0.022752441,0.013746166
patient_3,544,149,0.5,9,0.030906567,0.017748982,0.012171902
patient_3,544,149,1,9,0.024663923,0.015237642,0.010900226
patient_3,545,149,0.01,17,0.07419622,0.041435003,0.023300637
patient_3,545,149,0.1,11,0.045743525,0.022952374,0.013775595
patient_3,545,149,0.5,9,0.030295225,0.016627645,0.011417202
patient_3,545,149,1,9,0.024689276,0.015252051,0.010852363
patient_3,546,149,0.01,17,0.07394636,0.04176286,0.023122108
patient_3,546,149,0.1,11,0.0453025,0.02207109,0.013418793
patient_3,546,149,0.5,9,0.030254507,0.016591726,0.011473903
patient_3,546,149,1,9,0.024605937,0.015203139,0.010835926
patient_3,547,149,0.01,17,0.07426049,0.041577037,0.022823602
patient_3,547,149,0.1,11,0.04564899,0.022796676,0.013766217
patient_3,547,149,0.5,9,0.030325959,0.01654565,0.011465809
patient_3,547,149,1,9,0.024685815,0.015275614,0.010925617
patient_3,548,149,0.01,17,0.07412099,0.0414103,0.022794025
patient_3,548,149,0.1,11,0.04556263,0.02280358,0.01372919
patient_3,548,149,0.5,9,0.030870583,0.017780539,0.012165075
patient_3,548,149,1,9,0.025560187,0.016741127,0.011782
patient_3,549,149,0.01,17,0.07401797,0.04153812,0.023298685
patient_3,549,149,0.1,11,0.045701113,0.022931907,0.013733308
patient_3,549,149,0.5,9,0.030904943,0.017890366,0.012126296
patient_3,549,149,1,9,0.02459862,0.015195577,0.010834979
patient_3,550,149,0.01,17,0.07376011,0.04154471,0.023196226
patient_3,550,149,0.1,11,0.045472685,0.022728208,0.013750285
patient_3,550,149,0.5,9,0.02944868,0.014216043,0.008806695
patient_3,550,149,1,9,0.024601266,0.015213435,0.010854584
patient_3,551,149,0.01,17,0.07411801,0.041566752,0.0232414
patient_3,551,149,0.1,11,0.04546965,0.022767302,0.013719251
patient_3,551,149,0.5,9,0.03027721,0.016577266,0.011527537
patient_3,551,149,1,9,0.023702182,0.012892996,0.008107603
patient_3,552,149,0.01,17,0.073739894,0.041430593,0.022959476
patient_3,552,149,0.1,11,0.045707617,0.023005038,0.013785463
patient_3,552,149,0.5,9,0.030256646,0.016551428,0.011501381
patient_3,552,149,1,9,0.024636012,0.015234995,0.010907637
patient_3,553,149,0.01,17,0.074191555,0.041492138,0.023008712
patient_3,553,149,0.1,11,0.045656893,0.022766955,0.013700808
patient_3,553,149,0.5,9,0.030226467,0.016569342,0.011548933
patient_3,553,149,1,9,0.023679473,0.012803049,0.008038388
patient_3,554,149,0.01,17,0.07418175,0.04171523,0.02321729
patient_3,554,149,0.1,11,0.045603644,0.022804307,0.013689247
patient_3,554,149,0.5,9,0.030145468,0.016437963,0.011500753
patient_3,554,149,1,9,0.024617271,0.015210931,0.010776561
patient_3,555,149,0.01,17,0.07414779,0.041802146,0.02308921
patient_3,555,149,0.1,11,0.045532823,0.022904674,0.013731394
patient_3,555,149,0.5,9,0.030876173,0.017743241,0.01212348
patient_3,555,149,1,9,0.023682712,0.012854886,0.008045918
patient_3,556,149,0.01,17,0.07406274,0.041467503,0.023080882
patient_3,556,149,0.1,11,0.045529872,0.022583587,0.013553364
patient_3,556,149,0.5,9,0.030254135,0.016620485,0.011415754
patient_3,556,149,1,9,0.023711035,0.012921788,0.008116227
patient_3,557,149,0.01,17,0.073540576,0.04165177,0.023252858
patient_3,557,149,0.1,11,0.04561535,0.022710636,0.013669101
patient_3,557,149,0.5,9,0.03016563,0.016485913,0.011508429
patient_3,557,149,1,9,0.023682643,0.01282839,0.008030326
patient_3,558,149,0.01,17,0.07399104,0.041708905,0.023159442
patient_3,558,149,0.1,11,0.04581656,0.022953827,0.013756592
patient_3,558,149,0.5,9,0.030856123,0.017689748,0.012277179
patient_3,558,149,1,9,0.025624707,0.016746433,0.011852303
patient_3,559,149,0.01,17,0.074449606,0.04120492,0.02312025
patient_3,559,149,0.1,11,0.045658745,0.022845065,0.013802433
patient_3,559,149,0.5,9,0.03085598,0.017729942,0.012159691
patient_3,559,149,1,9,0.023719458,0.01289624,0.008113517
patient_3,560,149,0.01,17,0.07398273,0.041964747,0.023134897
patient_3,560,149,0.1,11,0.045593765,0.022878697,0.013814522
patient_3,560,149,0.5,9,0.030881787,0.017757373,0.012186626
patient_3,560,149,1,9,0.024582868,0.01517788,0.01087101
patient_3,561,149,0.01,17,0.073771745,0.04162872,0.023025503
patient_3,561,149,0.1,11,0.045601733,0.022822909,0.013715033
patient_3,561,149,0.5,9,0.030920088,0.017805174,0.012106681
patient_3,561,149,1,9,0.024617258,0.015223833,0.010854033
patient_3,562,149,0.01,17,0.07410194,0.041529916,0.022932792
patient_3,562,149,0.1,11,0.045546297,0.02290593,0.013780914
patient_3,562,149,0.5,9,0.030899197,0.017830325,0.012162808
patient_3,562,149,1,9,0.023736155,0.012956912,0.008130945
patient_3,563,149,0.01,17,0.073580205,0.041595105,0.023162333
patient_3,563,149,0.1,11,0.045573253,0.022768073,0.013680676
patient_3,563,149,0.5,9,0.030190006,0.016506055,0.011392373
patient_3,563,149,1,9,0.024621543,0.015235775,0.010836756
patient_3,564,149,0.01,17,0.07382309,0.041508667,0.022984952
patient_3,564,149,0.1,11,0.045549065,0.022791764,0.013732968
patient_3,564,149,0.5,9,0.029434038,0.014217109,0.008838478
patient_3,564,149,1,9,0.024580546,0.015159731,0.010830281
patient_3,565,149,0.01,17,0.07419313,0.042036615,0.022910489
patient_3,565,149,0.1,11,0.045779623,0.022885947,0.013832861
patient_3,565,149,0.5,9,0.030948512,0.017784422,0.012104571
patient_3,565,149,1,9,0.02464173,0.015292612,0.01085053
patient_3,566,149,0.01,17,0.07428478,0.04173973,0.023311578
patient_3,566,149,0.1,11,0.045521427,0.022153901,0.013369394
patient_3,566,149,0.5,9,0.030233057,0.016534876,0.011505894
patient_3,566,149,1,9,0.023690535,0.012864963,0.008046483
patient_3,567,149,0.01,17,0.0740152,0.04150646,0.023286909
patient_3,567,149,0.1,11,0.045637473,0.022806857,0.013742745
patient_3,567,149,0.5,9,0.03027159,0.01648541,0.01145091
patient_3,567,149,1,9,0.024615109,0.015228157,0.010883977
patient_3,568,149,0.01,17,0.073914215,0.041416023,0.022992758
patient_3,568,149,0.1,11,0.045613762,0.022629462,0.013631816
patient_3,568,149,0.5,9,0.03021084,0.016583327,0.011416714
patient_3,568,149,1,9,0.02371915,0.012908014,0.008110398
patient_3,569,149,0.01,17,0.07387214,0.041662186,0.022942336
patient_3,569,149,0.1,11,0.045608826,0.02273256,0.01372453
patient_3,569,149,0.5,9,0.03024656,0.016609726,0.011510357
patient_3,569,149,1,9,0.0237233,0.012884109,0.008099996
patient_3,570,149,0.01,17,0.0739904,0.04149462,0.023139236
patient_3,570,149,0.1,11,0.04548926,0.022649715,0.013659479
patient_3,570,149,0.5,9,0.030250985,0.016579427,0.011359335
patient_3,570,149,1,9,0.024646088,0.015216759,0.010834126
patient_3,571,149,0.01,17,0.07441709,0.04162988,0.022992738
patient_3,571,149,0.1,11,0.045661077,0.022894068,0.013828396
patient_3,571,149,0.5,9,0.030269984,0.016599929,0.011483802
patient_3,571,149,1,9,0.024653172,0.015269614,0.010793172
patient_3,572,149,0.01,17,0.073907144,0.04192453,0.023200933
patient_3,572,149,0.1,11,0.04555358,0.022808902,0.013746856
patient_3,572,149,0.5,9,0.03026432,0.01651974,0.011469487
patient_3,572,149,1,9,0.024621319,0.015206935,0.010824812
patient_3,573,149,0.01,17,0.07411007,0.041514628,0.023123825
patient_3,573,149,0.1,11,0.0454359,0.022221403,0.01332402
patient_3,573,149,0.5,9,0.030296704,0.016628744,0.011437776
patient_3,573,149,1,9,0.023674844,0.012781546,0.008017715
patient_3,574,149,0.01,17,0.074089326,0.04165482,0.02317344
patient_3,574,149,0.1,11,0.045691874,0.022655224,0.013732319
patient_3,574,149,0.5,9,0.030144123,0.016512325,0.01150167
patient_3,574,149,1,9,0.02367058,0.012823727,0.008053463
patient_3,575,149,0.01,17,0.07461276,0.041754797,0.022854533
patient_3,575,149,0.1,11,0.045559432,0.022216557,0.013394467
patient_3,575,149,0.5,9,0.0294535,0.014235335,0.008808376
patient_3,575,149,1,9,0.024699919,0.01530558,0.010871007
patient_3,576,149,0.01,17,0.074054,0.041755933,0.022901513
patient_3,576,149,0.1,11,0.045449454,0.022207538,0.013504332
patient_3,576,149,0.5,9,0.030255726,0.016617635,0.011468794
patient_3,576,149,1,9,0.024621556,0.015239167,0.010806337
patient_3,577,149,0.01,17,0.07351021,0.041594118,0.023133548
patient_3,577,149,0.1,11,0.045529652,0.022746935,0.013662563
patient_3,577,149,0.5,9,0.030167662,0.016394718,0.01145672
patient_3,577,149,1,9,0.024591621,0.015166099,0.010794588
patient_3,578,149,0.01,17,0.07407322,0.041133013,0.022749236
patient_3,578,149,0.1,11,0.045617487,0.022874642,0.013661926
patient_3,578,149,0.5,9,0.030857386,0.017653832,0.012154622
patient_3,578,149,1,9,0.02458375,0.015161828,0.010843322
patient_3,579,149,0.01,17,0.073889315,0.04173159,0.023201475
patient_3,579,149,0.1,11,0.04552395,0.022204852,0.013390897
patient_3,579,149,0.5,9,0.030186644,0.01650405,0.011488722
patient_3,579,149,1,9,0.024655953,0.01525755,0.010835105
patient_3,580,149,0.01,17,0.07393945,0.041441165,0.023181671
patient_3,580,149,0.1,11,0.045659892,0.022989688,0.013748489
patient_3,580,149,0.5,9,0.03020791,0.016537543,0.011531913
patient_3,580,149,1,9,0.024681576,0.015316096,0.010836205
patient_3,581,149,0.01,17,0.07387139,0.04137994,0.023274185
patient_3,581,149,0.1,11,0.04533066,0.022212688,0.013525716
patient_3,581,149,0.5,9,0.030294301,0.016538449,0.011492468
patient_3,581,149,1,9,0.023684954,0.012851077,0.008081577
patient_3,582,149,0.01,17,0.074124515,0.041561566,0.022757761
patient_3,582,149,0.1,11,0.04557036,0.022829797,0.013780511
patient_3,582,149,0.5,9,0.030310731,0.016559765,0.011513403
patient_3,582,149,1,9,0.024705885,0.015301663,0.010784301
patient_3,583,149,0.01,17,0.073834375,0.041842047,0.023219056
patient_3,583,149,0.1,11,0.045586582,0.022729423,0.013826208
patient_3,583,149,0.5,9,0.030929053,0.017765006,0.012179209
patient_3,583,149,1,9,0.023698913,0.012809402,0.008048248
patient_3,584,149,0.01,17,0.073849425,0.041693307,0.022996265
patient_3,584,149,0.1,11,0.045481164,0.022295658,0.013486868
patient_3,584,149,0.5,9,0.030230433,0.016543232,0.011337904
patient_3,584,149,1,9,0.024603192,0.015176428,0.010820818
patient_3,585,149,0.01,17,0.07443143,0.041485954,0.022966852
patient_3,585,149,0.1,11,0.04556157,0.022722956,0.013717954
patient_3,585,149,0.5,9,0.030167887,0.016481292,0.011420732
patient_3,585,149,1,9,0.02371576,0.012907422,0.00808177
patient_3,586,149,0.01,17,0.07389461,0.04163241,0.02265852
patient_3,586,149,0.1,11,0.045678616,0.022838892,0.013740628
patient_3,586,149,0.5,9,0.030878596,0.017776372,0.012159094
patient_3,586,149,1,9,0.024653886,0.015233072,0.010824259
patient_3,587,149,0.01,17,0.0738885,0.041553367,0.022854194
patient_3,587,149,0.1,11,0.0455419,0.022869762,0.013648378
patient_3,587,149,0.5,9,0.03023881,0.01640991,0.01138719
patient_3,587,149,1,9,0.024557514,0.015135659,0.010831155
patient_3,588,149,0.01,17,0.074065216,0.041824505,0.023203153
patient_3,588,149,0.1,11,0.04556741,0.022787383,0.013768451
patient_3,588,149,0.5,9,0.0308384,0.017740734,0.01220398
patient_3,588,149,1,9,0.02462052,0.015250277,0.010873253
patient_3,589,149,0.01,17,0.07417674,0.041979074,0.022989672
patient_3,589,149,0.1,11,0.04570555,0.022839686,0.013684562
patient_3,589,149,0.5,9,0.03021224,0.016437694,0.01147461
patient_3,589,149,1,9,0.023670567,0.012809418,0.008042501
patient_3,590,149,0.01,17,0.073902816,0.04186202,0.023161469
patient_3,590,149,0.1,11,0.04570388,0.022717327,0.013680548
patient_3,590,149,0.5,9,0.030228239,0.016537553,0.011484064
patient_3,590,149,1,9,0.024624016,0.01524997,0.010837371
patient_3,591,149,0.01,17,0.07439616,0.04186899,0.023371374
